EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6,EMG_7,EMG_8,thumb_theta_1,thumb_theta_2,thumb_theta_3,index_theta_1,index_theta_2,index_theta_3,middle_theta_1,middle_theta_2,middle_theta_3,ring_theta_1,ring_theta_2,ring_theta_3,little_theta_1,little_theta_2,little_theta_3
0.5035054,0.49682572,0.4920936,0.4957049,0.5030628,0.4989848,0.4885567,0.48922634,28.0,45.0,35.0,45.0,55.0,58.0,33.0,44.0,46.0,51.0,30.0,59.0,47.0,46.0,50.0
0.5035054,0.5030495,0.4924116,0.4957049,0.49668187,0.5043866,0.4885567,0.47236562,36.0,31.0,48.0,50.0,54.0,44.0,50.0,36.0,45.0,58.0,40.0,33.0,34.0,30.0,39.0
0.51776534,0.495759,0.4939855,0.48556715,0.49803382,0.50829464,0.47762543,0.46487403,35.0,21.0,28.0,58.0,50.0,56.0,17.0,14.0,19.0,20.0,2.0,15.0,3.0,27.0,12.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,58.0,38.0,73.0,64.0,97.0,69.0,64.0,93.0,85.0,60.0,79.0,69.0,65.0,97.0,84.0
0.4923344,0.50053775,0.48974445,0.5031157,0.512026,0.5093072,0.48567683,0.47495168,16.0,27.0,35.0,48.0,34.0,58.0,30.0,49.0,51.0,37.0,39.0,56.0,44.0,63.0,44.0
0.5022854,0.494366,0.4924116,0.4957049,0.50660217,0.50250286,0.4885567,0.4917324,41.0,37.0,59.0,25.0,28.0,31.0,55.0,48.0,59.0,60.0,68.0,65.0,67.0,69.0,72.0
0.5009941,0.49807805,0.4924116,0.4957049,0.51234764,0.49905556,0.4885567,0.4687443,40.0,30.0,35.0,49.0,33.0,45.0,59.0,70.0,58.0,50.0,38.0,56.0,59.0,49.0,41.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,53.0,35.0,71.0,67.0,63.0,79.0,65.0,70.0,60.0,60.0,86.0,66.0,70.0,67.0,67.0
0.5022854,0.48171583,0.4920936,0.48978934,0.50660217,0.50590295,0.4885567,0.4917324,43.0,48.0,33.0,22.0,6.0,4.0,53.0,48.0,58.0,63.0,78.0,63.0,68.0,79.0,64.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46404064,38.0,60.0,73.0,68.0,93.0,75.0,67.0,60.0,74.0,60.0,96.0,78.0,78.0,61.0,72.0
0.5069393,0.49887592,0.4991863,0.5038363,0.48479545,0.5069629,0.49065882,0.46556318,9.0,2.0,43.0,17.0,27.0,3.0,22.0,4.0,10.0,26.0,13.0,15.0,16.0,22.0,18.0
0.5009941,0.494366,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,40.0,37.0,59.0,73.0,98.0,70.0,67.0,84.0,75.0,60.0,81.0,61.0,67.0,99.0,72.0
0.4975257,0.50053775,0.4961251,0.4957049,0.50848657,0.5093072,0.4831572,0.49011144,24.0,25.0,41.0,45.0,58.0,47.0,60.0,58.0,51.0,44.0,52.0,48.0,52.0,74.0,59.0
0.5056171,0.49225825,0.4856443,0.46815163,0.4755897,0.5090953,0.47377157,0.5017594,36.0,38.0,20.0,67.0,52.0,47.0,11.0,12.0,16.0,16.0,8.0,5.0,5.0,14.0,20.0
0.5009941,0.47806278,0.4924116,0.4957049,0.50880826,0.49905556,0.4885567,0.46932754,55.0,31.0,65.0,62.0,75.0,70.0,61.0,86.0,83.0,60.0,65.0,69.0,63.0,66.0,79.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,44.0,43.0,58.0,55.0,62.0,47.0,49.0,74.0,31.0,47.0,49.0,40.0,60.0,71.0,47.0
0.50748175,0.49215123,0.4872039,0.49631673,0.50183356,0.5040347,0.5114437,0.5045857,40.0,45.0,15.0,75.0,54.0,59.0,13.0,10.0,3.0,12.0,1.0,24.0,5.0,4.0,14.0
0.50095147,0.50036705,0.48987278,0.4957049,0.5062805,0.5094717,0.4885567,0.46887317,22.0,37.0,59.0,58.0,40.0,32.0,36.0,42.0,42.0,33.0,39.0,56.0,59.0,36.0,32.0
0.50239724,0.47565266,0.4635863,0.49094728,0.4701231,0.50495005,0.47762543,0.47161192,25.0,17.0,58.0,73.0,55.0,49.0,18.0,17.0,29.0,7.0,17.0,17.0,26.0,24.0,25.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,50.0,58.0,79.0,75.0,65.0,79.0,67.0,62.0,71.0,60.0,76.0,78.0,62.0,90.0,88.0
0.5161658,0.4799412,0.47970468,0.4867359,0.4889827,0.5153607,0.49620643,0.45955414,3.0,2.0,22.0,29.0,3.0,25.0,0.0,17.0,3.0,15.0,23.0,12.0,29.0,16.0,25.0
0.5192847,0.49520493,0.48826224,0.5083747,0.4907824,0.5002925,0.49047843,0.45796522,29.0,27.0,56.0,49.0,57.0,59.0,30.0,10.0,2.0,21.0,7.0,24.0,5.0,24.0,2.0
0.5017187,0.48577976,0.49869922,0.50190574,0.5104397,0.51251346,0.48327675,0.46672136,5.0,4.0,38.0,9.0,23.0,6.0,18.0,8.0,16.0,21.0,1.0,14.0,16.0,29.0,20.0
0.5027556,0.48694044,0.45225513,0.4853308,0.4859077,0.5043866,0.47762543,0.49185622,32.0,21.0,45.0,69.0,53.0,59.0,9.0,17.0,19.0,7.0,30.0,27.0,0.0,13.0,19.0
0.4807337,0.46758524,0.47949544,0.50446033,0.46405697,0.5071583,0.4968789,0.4983692,12.0,13.0,42.0,29.0,7.0,22.0,12.0,24.0,15.0,8.0,27.0,7.0,14.0,6.0,20.0
0.5009941,0.50053775,0.4924116,0.4957049,0.50880826,0.50127083,0.4885567,0.4832256,34.0,29.0,49.0,47.0,54.0,33.0,40.0,64.0,32.0,45.0,67.0,45.0,58.0,46.0,43.0
0.5009941,0.50053775,0.4924116,0.4957049,0.50880826,0.50151575,0.4885567,0.46527967,29.0,29.0,45.0,52.0,60.0,34.0,54.0,65.0,59.0,52.0,57.0,55.0,50.0,68.0,59.0
0.47801068,0.495356,0.48104975,0.5041023,0.45876136,0.50670844,0.47812697,0.5128447,26.0,31.0,19.0,75.0,59.0,45.0,29.0,16.0,29.0,2.0,10.0,10.0,5.0,3.0,5.0
0.5065521,0.46234986,0.4381119,0.4957049,0.4823811,0.5028027,0.45621264,0.4926175,40.0,35.0,43.0,0.0,38.0,26.0,55.0,52.0,45.0,71.0,67.0,73.0,62.0,80.0,75.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,35.0,59.0,90.0,63.0,79.0,74.0,64.0,97.0,65.0,60.0,61.0,68.0,60.0,73.0,73.0
0.5030301,0.50141835,0.4761322,0.4993767,0.50893486,0.50816715,0.49713802,0.48296338,26.0,15.0,10.0,2.0,5.0,5.0,4.0,18.0,7.0,17.0,11.0,28.0,28.0,24.0,10.0
0.5148739,0.47883433,0.49353418,0.48989704,0.46417975,0.50768024,0.49465826,0.4586344,19.0,33.0,44.0,60.0,49.0,57.0,10.0,14.0,0.0,3.0,14.0,29.0,1.0,16.0,22.0
0.51425564,0.4401527,0.4919914,0.4733107,0.45969036,0.5002925,0.47377157,0.5128447,32.0,34.0,46.0,63.0,51.0,46.0,20.0,17.0,21.0,20.0,4.0,4.0,11.0,26.0,13.0
0.5009941,0.49206874,0.4924116,0.48978934,0.50660217,0.50250286,0.4885567,0.4926175,43.0,41.0,53.0,36.0,22.0,13.0,48.0,60.0,53.0,76.0,70.0,72.0,67.0,74.0,69.0
0.48352706,0.48333666,0.46247986,0.49214947,0.48143247,0.51493907,0.48431864,0.52039814,14.0,1.0,5.0,12.0,3.0,24.0,28.0,26.0,18.0,22.0,16.0,8.0,12.0,12.0,13.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,33.0,51.0,56.0,62.0,94.0,77.0,64.0,82.0,85.0,60.0,76.0,60.0,78.0,83.0,69.0
0.47998312,0.46519774,0.48109853,0.5150485,0.48789465,0.5095265,0.47943425,0.50469166,17.0,5.0,8.0,18.0,20.0,12.0,7.0,7.0,22.0,29.0,15.0,8.0,22.0,4.0,19.0
0.4772546,0.4659858,0.47176036,0.5285731,0.4538328,0.5136129,0.4867845,0.52246815,12.0,22.0,38.0,1.0,20.0,12.0,12.0,24.0,11.0,4.0,4.0,9.0,19.0,1.0,16.0
0.5191697,0.4799563,0.48509747,0.49500805,0.49091002,0.5002925,0.47762543,0.48696706,38.0,18.0,59.0,49.0,49.0,52.0,14.0,9.0,20.0,21.0,12.0,15.0,20.0,16.0,11.0
0.5009941,0.494366,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,40.0,60.0,68.0,60.0,64.0,75.0,61.0,67.0,67.0,60.0,68.0,80.0,73.0,93.0,75.0
0.5191697,0.49277115,0.49426952,0.49604094,0.5030231,0.49860153,0.47343335,0.5081728,32.0,24.0,27.0,52.0,50.0,46.0,27.0,10.0,21.0,7.0,24.0,11.0,1.0,28.0,9.0
0.5123323,0.49225825,0.4860531,0.472092,0.4843102,0.49907905,0.47377157,0.5116733,35.0,32.0,18.0,57.0,51.0,48.0,4.0,13.0,18.0,2.0,18.0,4.0,14.0,15.0,5.0
0.5035054,0.49682572,0.4924116,0.4957049,0.50391555,0.49905556,0.4885567,0.46469736,38.0,32.0,32.0,55.0,57.0,52.0,57.0,36.0,57.0,46.0,33.0,53.0,54.0,66.0,57.0
0.5035054,0.4764752,0.48160654,0.4904599,0.4857713,0.5090953,0.47614756,0.47733948,38.0,38.0,42.0,60.0,51.0,54.0,13.0,2.0,28.0,15.0,8.0,15.0,22.0,22.0,17.0
0.50649506,0.4768103,0.49180645,0.48780793,0.47767088,0.51554084,0.47601867,0.49311632,26.0,5.0,14.0,10.0,10.0,26.0,4.0,2.0,30.0,26.0,16.0,11.0,14.0,29.0,26.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,55.0,45.0,57.0,71.0,73.0,65.0,62.0,67.0,63.0,60.0,63.0,73.0,67.0,64.0,61.0
0.5009941,0.49687776,0.4924116,0.4957049,0.5030628,0.49997988,0.4885567,0.4926175,40.0,37.0,52.0,34.0,72.0,55.0,34.0,61.0,56.0,51.0,44.0,51.0,46.0,38.0,43.0
0.5035054,0.5030495,0.49863458,0.4937205,0.47125167,0.49731076,0.49012205,0.4994442,28.0,16.0,35.0,30.0,52.0,54.0,48.0,46.0,31.0,54.0,32.0,43.0,33.0,40.0,38.0
0.5009941,0.4832673,0.4924116,0.4957049,0.50660217,0.5006654,0.4885567,0.4883673,37.0,36.0,42.0,22.0,32.0,35.0,52.0,50.0,49.0,86.0,68.0,73.0,61.0,68.0,69.0
0.5091314,0.4913765,0.4824857,0.49846098,0.48810607,0.49860153,0.47787735,0.4960083,38.0,29.0,19.0,64.0,58.0,56.0,1.0,15.0,30.0,18.0,19.0,12.0,6.0,0.0,1.0
0.5009941,0.494366,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,40.0,56.0,87.0,66.0,89.0,85.0,62.0,69.0,88.0,60.0,71.0,86.0,65.0,97.0,78.0
0.5022854,0.49682572,0.4924116,0.4957049,0.5030628,0.49816504,0.4885567,0.46439457,32.0,33.0,38.0,56.0,59.0,59.0,50.0,48.0,43.0,31.0,65.0,57.0,40.0,59.0,55.0
0.5009941,0.4993375,0.4924116,0.4957049,0.5030628,0.49731076,0.4885567,0.48725733,35.0,38.0,37.0,36.0,63.0,45.0,53.0,58.0,41.0,43.0,30.0,53.0,36.0,37.0,39.0
0.4975257,0.50053775,0.4961251,0.4957049,0.512026,0.5093072,0.4831572,0.49887583,24.0,17.0,59.0,35.0,41.0,52.0,38.0,64.0,57.0,54.0,44.0,50.0,48.0,71.0,34.0
0.5148739,0.47751454,0.47199303,0.4757764,0.45776743,0.50471026,0.47878364,0.50449234,18.0,16.0,60.0,72.0,60.0,59.0,5.0,29.0,17.0,3.0,15.0,11.0,2.0,15.0,21.0
0.5009941,0.494366,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,42.0,47.0,62.0,72.0,91.0,74.0,70.0,66.0,86.0,60.0,68.0,80.0,64.0,96.0,88.0
0.4992477,0.49771416,0.48879737,0.49382332,0.47570693,0.5101253,0.49363196,0.47921172,15.0,18.0,3.0,15.0,28.0,26.0,21.0,17.0,10.0,12.0,10.0,12.0,26.0,17.0,10.0
0.50748175,0.4878144,0.48467517,0.4856822,0.48330173,0.5002925,0.47787735,0.49157262,29.0,19.0,26.0,10.0,27.0,17.0,10.0,4.0,19.0,8.0,10.0,21.0,15.0,6.0,1.0
0.5009941,0.49682572,0.4920936,0.4957049,0.50660217,0.49816504,0.4885567,0.46527967,35.0,44.0,34.0,57.0,45.0,45.0,39.0,59.0,56.0,32.0,62.0,33.0,40.0,67.0,47.0
0.5127925,0.5013472,0.46247986,0.48092487,0.48498556,0.5097736,0.4895913,0.4893088,10.0,14.0,34.0,28.0,27.0,2.0,1.0,20.0,10.0,20.0,9.0,19.0,20.0,15.0,3.0
0.50145274,0.4865431,0.50101656,0.49370214,0.46400133,0.50829655,0.48163798,0.4933418,29.0,2.0,39.0,6.0,28.0,8.0,28.0,11.0,16.0,10.0,1.0,27.0,19.0,9.0,25.0
0.5194324,0.49625298,0.4855327,0.5043555,0.5110879,0.5140795,0.47507885,0.5123619,9.0,10.0,36.0,4.0,1.0,11.0,16.0,5.0,19.0,12.0,27.0,6.0,15.0,29.0,11.0
0.5009941,0.49682572,0.4920936,0.4957049,0.50660217,0.5045375,0.4885567,0.49011144,31.0,57.0,39.0,25.0,46.0,6.0,61.0,51.0,58.0,75.0,72.0,66.0,67.0,62.0,74.0
0.50095147,0.49682572,0.48987278,0.4957049,0.5062805,0.5098414,0.4885567,0.48922634,20.0,40.0,57.0,45.0,45.0,49.0,46.0,35.0,34.0,39.0,64.0,50.0,37.0,69.0,36.0
0.5035054,0.494366,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46690062,40.0,39.0,47.0,50.0,71.0,52.0,55.0,37.0,55.0,53.0,48.0,49.0,58.0,63.0,41.0
0.5191697,0.49225825,0.48461714,0.46994776,0.48298058,0.50829464,0.47377157,0.5116733,30.0,17.0,26.0,72.0,57.0,54.0,26.0,13.0,21.0,11.0,2.0,6.0,8.0,16.0,11.0
0.5035054,0.4774383,0.503046,0.4854629,0.4695103,0.5020343,0.49012205,0.47822464,32.0,19.0,41.0,32.0,31.0,34.0,56.0,31.0,45.0,48.0,30.0,44.0,31.0,34.0,37.0
0.5035054,0.47806278,0.4924116,0.4957049,0.51234764,0.4954124,0.48567683,0.4932742,44.0,27.0,34.0,32.0,36.0,53.0,46.0,44.0,36.0,35.0,69.0,36.0,53.0,58.0,53.0
0.48505783,0.47877097,0.4883334,0.52141005,0.486791,0.5089797,0.49620643,0.49704677,21.0,2.0,21.0,25.0,5.0,21.0,3.0,14.0,7.0,7.0,18.0,24.0,1.0,2.0,8.0
0.5096698,0.48138463,0.4613872,0.46910137,0.46895364,0.5118496,0.4679658,0.4647524,14.0,13.0,19.0,8.0,13.0,16.0,1.0,21.0,15.0,24.0,11.0,27.0,5.0,28.0,20.0
0.5035054,0.46436805,0.48036915,0.4957049,0.4823811,0.5048374,0.47100854,0.48706025,32.0,31.0,44.0,17.0,28.0,6.0,59.0,46.0,56.0,82.0,79.0,74.0,63.0,67.0,70.0
0.5009941,0.49682572,0.4920936,0.4957049,0.50660217,0.5045375,0.4885567,0.49011144,36.0,56.0,40.0,38.0,43.0,9.0,51.0,59.0,57.0,81.0,71.0,74.0,70.0,74.0,65.0
0.4772546,0.46355104,0.47124398,0.5285008,0.4515195,0.5092215,0.48431864,0.52246815,3.0,25.0,1.0,3.0,18.0,28.0,29.0,25.0,15.0,18.0,23.0,1.0,18.0,9.0,12.0
0.5035054,0.49206874,0.4924116,0.4957049,0.5030628,0.49952573,0.4885567,0.4917324,47.0,36.0,57.0,29.0,57.0,36.0,49.0,46.0,55.0,65.0,72.0,71.0,66.0,77.0,62.0
0.4994162,0.45226613,0.4854026,0.46155885,0.45397487,0.5064363,0.47529754,0.51972115,20.0,14.0,23.0,26.0,22.0,12.0,26.0,24.0,7.0,4.0,14.0,4.0,10.0,11.0,3.0
0.5035054,0.50053775,0.49726337,0.4957049,0.5043736,0.4954124,0.4831572,0.49974698,38.0,16.0,36.0,35.0,51.0,52.0,42.0,37.0,36.0,31.0,34.0,38.0,52.0,65.0,45.0
0.5177866,0.5010593,0.48097154,0.47243592,0.4859077,0.50576764,0.4895913,0.46672136,26.0,21.0,37.0,18.0,14.0,9.0,17.0,23.0,18.0,16.0,11.0,22.0,25.0,19.0,12.0
0.48655048,0.47862566,0.4498536,0.4910901,0.46125242,0.51354766,0.47787735,0.49796888,15.0,19.0,20.0,14.0,26.0,22.0,15.0,15.0,23.0,8.0,10.0,23.0,21.0,9.0,22.0
0.5035054,0.49682572,0.4920936,0.48978934,0.50660217,0.5000435,0.4885567,0.4879873,38.0,57.0,44.0,37.0,12.0,36.0,65.0,47.0,52.0,62.0,72.0,74.0,68.0,77.0,64.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,44.0,42.0,60.0,75.0,88.0,62.0,63.0,90.0,74.0,60.0,69.0,87.0,75.0,83.0,70.0
0.48655048,0.4853599,0.4986857,0.5159016,0.4679972,0.49905252,0.49259618,0.48487055,3.0,14.0,39.0,24.0,23.0,22.0,24.0,3.0,6.0,17.0,2.0,12.0,5.0,1.0,26.0
0.5009941,0.50053775,0.49785244,0.4957049,0.50880826,0.5004524,0.4898435,0.49011144,34.0,26.0,41.0,42.0,51.0,56.0,48.0,55.0,43.0,42.0,45.0,38.0,40.0,45.0,34.0
0.5127925,0.4540752,0.4536521,0.48617452,0.45699984,0.5088108,0.47792697,0.52246815,10.0,11.0,40.0,1.0,17.0,5.0,27.0,19.0,7.0,22.0,17.0,1.0,20.0,29.0,0.0
0.5127964,0.46457347,0.48837355,0.4967748,0.47308606,0.5002218,0.48431864,0.51299,29.0,29.0,5.0,3.0,8.0,24.0,26.0,28.0,26.0,12.0,15.0,4.0,20.0,8.0,3.0
0.48792195,0.47541666,0.49139124,0.5078788,0.5023025,0.5095265,0.48711008,0.5119873,8.0,27.0,1.0,16.0,17.0,3.0,24.0,6.0,14.0,22.0,23.0,1.0,25.0,2.0,23.0
0.5127944,0.48236814,0.49141666,0.4848857,0.460304,0.50436634,0.4885567,0.49310917,43.0,44.0,51.0,73.0,47.0,58.0,8.0,28.0,7.0,8.0,18.0,24.0,25.0,5.0,29.0
0.511313,0.49146205,0.49360314,0.4793308,0.4796724,0.50711775,0.48828492,0.49357176,38.0,30.0,38.0,46.0,54.0,57.0,20.0,28.0,7.0,21.0,1.0,17.0,17.0,8.0,17.0
0.5057995,0.4815711,0.48160654,0.49830952,0.48516688,0.5090953,0.47762543,0.49307078,38.0,24.0,58.0,70.0,57.0,54.0,20.0,4.0,25.0,19.0,9.0,24.0,3.0,14.0,18.0
0.5075996,0.46699476,0.44101858,0.4957049,0.4823811,0.5028027,0.45621264,0.4917324,45.0,40.0,52.0,5.0,58.0,29.0,50.0,48.0,52.0,64.0,70.0,68.0,64.0,62.0,63.0
0.5031822,0.463139,0.49177933,0.49275458,0.51380014,0.5077675,0.49101916,0.49859348,19.0,10.0,9.0,18.0,26.0,15.0,12.0,1.0,3.0,13.0,7.0,5.0,14.0,26.0,16.0
0.48655048,0.495356,0.46847466,0.5177549,0.50850797,0.5069243,0.4807123,0.5126984,7.0,26.0,3.0,24.0,26.0,20.0,9.0,3.0,21.0,6.0,7.0,0.0,19.0,1.0,27.0
0.5009941,0.49682572,0.4920936,0.4957049,0.50660217,0.49750915,0.4885567,0.48954308,28.0,45.0,56.0,35.0,42.0,44.0,51.0,66.0,45.0,45.0,37.0,49.0,39.0,42.0,40.0
0.5035054,0.50053775,0.49726337,0.4957049,0.5043736,0.4956252,0.4831572,0.49841124,38.0,24.0,46.0,32.0,60.0,43.0,37.0,43.0,47.0,57.0,47.0,48.0,47.0,52.0,59.0
0.5162968,0.44276315,0.49126026,0.46815163,0.50682396,0.49860153,0.5080363,0.5182463,41.0,31.0,19.0,59.0,47.0,48.0,29.0,6.0,1.0,0.0,25.0,5.0,24.0,26.0,1.0
0.5033828,0.4960474,0.49378198,0.4925406,0.499492,0.51407254,0.48515508,0.48412156,28.0,25.0,7.0,21.0,1.0,16.0,6.0,20.0,11.0,8.0,22.0,13.0,20.0,20.0,5.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,56.0,54.0,88.0,69.0,83.0,63.0,66.0,62.0,79.0,60.0,68.0,74.0,65.0,89.0,63.0
0.50592846,0.49089193,0.48852757,0.48826513,0.48368165,0.507717,0.48353451,0.5037174,26.0,15.0,12.0,5.0,24.0,3.0,5.0,1.0,15.0,22.0,2.0,3.0,15.0,15.0,11.0
0.4891532,0.48494706,0.49965084,0.49538812,0.4713148,0.509185,0.49351215,0.4928877,24.0,0.0,20.0,29.0,27.0,7.0,23.0,17.0,13.0,12.0,20.0,25.0,13.0,0.0,29.0
0.4926815,0.50053775,0.47506508,0.49617848,0.48402995,0.5093072,0.4831572,0.47902465,18.0,22.0,52.0,51.0,56.0,40.0,60.0,56.0,42.0,34.0,39.0,50.0,34.0,54.0,39.0
0.4772546,0.4659858,0.4763836,0.5139351,0.4588825,0.5107496,0.47812697,0.5144589,18.0,22.0,33.0,26.0,9.0,19.0,1.0,18.0,20.0,23.0,3.0,8.0,4.0,3.0,17.0
0.49927795,0.4970086,0.4912907,0.49904433,0.49012804,0.50496167,0.48138607,0.49185622,24.0,31.0,37.0,60.0,51.0,59.0,9.0,13.0,16.0,24.0,20.0,19.0,4.0,14.0,4.0
0.50748175,0.49403575,0.48248908,0.4888731,0.4907824,0.5002925,0.47639948,0.4948136,38.0,42.0,47.0,72.0,48.0,54.0,22.0,5.0,29.0,23.0,4.0,29.0,1.0,2.0,12.0
0.50239724,0.47719654,0.4908761,0.4854629,0.46956083,0.50173914,0.4885567,0.48865798,27.0,31.0,37.0,34.0,39.0,46.0,36.0,42.0,46.0,55.0,53.0,32.0,31.0,38.0,42.0
0.5009941,0.49682572,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,30.0,36.0,46.0,66.0,68.0,77.0,65.0,89.0,69.0,60.0,61.0,81.0,66.0,82.0,68.0
0.48792195,0.48361394,0.48007172,0.4966638,0.46691322,0.50717545,0.4978526,0.49763444,4.0,10.0,43.0,20.0,21.0,9.0,20.0,20.0,12.0,26.0,22.0,12.0,20.0,6.0,23.0
0.48505783,0.49688423,0.48007172,0.52811384,0.47729665,0.50842524,0.4895913,0.49763444,15.0,9.0,40.0,24.0,7.0,23.0,11.0,30.0,11.0,20.0,27.0,16.0,25.0,1.0,6.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,31.0,59.0,46.0,71.0,67.0,71.0,69.0,98.0,76.0,60.0,69.0,76.0,77.0,90.0,71.0
0.5065521,0.46699476,0.4381119,0.49226847,0.4823811,0.5028027,0.45621264,0.4926175,52.0,37.0,44.0,4.0,23.0,14.0,61.0,55.0,55.0,72.0,67.0,68.0,64.0,64.0,64.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,49.0,45.0,58.0,75.0,99.0,77.0,63.0,73.0,66.0,60.0,95.0,74.0,74.0,85.0,83.0
0.49810556,0.5030495,0.47711515,0.4957049,0.512026,0.5093072,0.49012205,0.47685856,19.0,16.0,46.0,49.0,31.0,33.0,56.0,34.0,49.0,60.0,74.0,40.0,46.0,39.0,36.0
0.48117837,0.495356,0.4872837,0.5013084,0.48383147,0.50668025,0.49199498,0.5110269,26.0,21.0,18.0,27.0,28.0,25.0,3.0,3.0,8.0,20.0,5.0,0.0,12.0,6.0,2.0
0.5035054,0.4401527,0.49412376,0.47173443,0.4655256,0.5090953,0.47377157,0.5025317,36.0,29.0,37.0,49.0,48.0,50.0,4.0,5.0,27.0,24.0,14.0,8.0,12.0,22.0,23.0
0.47909084,0.46758524,0.47124398,0.5262187,0.48374578,0.52194476,0.50195944,0.5040814,1.0,13.0,43.0,0.0,0.0,26.0,21.0,20.0,26.0,27.0,5.0,7.0,13.0,6.0,19.0
0.5009941,0.49206874,0.4920936,0.4957049,0.50660217,0.4956252,0.4885567,0.4926175,54.0,59.0,52.0,34.0,48.0,53.0,58.0,51.0,55.0,75.0,71.0,63.0,67.0,79.0,61.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,35.0,58.0,87.0,73.0,91.0,64.0,65.0,67.0,74.0,60.0,94.0,72.0,67.0,95.0,72.0
0.52878195,0.4517303,0.47527015,0.46155885,0.45397487,0.50811625,0.47663432,0.51972115,13.0,29.0,34.0,25.0,19.0,16.0,13.0,27.0,4.0,4.0,24.0,5.0,25.0,13.0,7.0
0.5009941,0.4993375,0.49215406,0.4957049,0.50660217,0.50113016,0.4885567,0.46802914,34.0,33.0,40.0,56.0,32.0,39.0,32.0,64.0,37.0,48.0,48.0,37.0,46.0,35.0,37.0
0.5009941,0.49682572,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46932754,39.0,33.0,46.0,67.0,65.0,76.0,64.0,64.0,60.0,60.0,81.0,75.0,70.0,76.0,61.0
0.4905662,0.49274644,0.48427635,0.50600964,0.47210723,0.51044124,0.47762543,0.49357176,22.0,29.0,50.0,57.0,51.0,49.0,23.0,14.0,28.0,20.0,2.0,24.0,26.0,10.0,4.0
0.5035054,0.4665532,0.46036223,0.4957049,0.4823811,0.5028027,0.45621264,0.4932742,53.0,33.0,45.0,16.0,34.0,23.0,55.0,46.0,48.0,73.0,66.0,64.0,70.0,75.0,64.0
0.50347644,0.49513128,0.4890589,0.48983315,0.47523767,0.5002925,0.4895913,0.49205697,28.0,23.0,33.0,22.0,12.0,3.0,10.0,28.0,18.0,19.0,7.0,17.0,11.0,5.0,6.0
0.5178874,0.49987698,0.49159715,0.48885337,0.50387436,0.4999341,0.49620643,0.4612455,28.0,19.0,17.0,20.0,27.0,15.0,8.0,16.0,5.0,30.0,26.0,14.0,12.0,20.0,1.0
0.48655048,0.4828825,0.49836034,0.5158123,0.45913973,0.5044543,0.4920343,0.52019316,20.0,39.0,52.0,57.0,54.0,48.0,20.0,13.0,12.0,1.0,1.0,25.0,7.0,7.0,29.0
0.4772546,0.48091897,0.48108983,0.52362496,0.4631057,0.5080798,0.4895913,0.4981358,16.0,32.0,56.0,68.0,45.0,56.0,12.0,21.0,20.0,3.0,9.0,12.0,18.0,5.0,0.0
0.5091314,0.49228463,0.4824857,0.4854363,0.4938967,0.49860153,0.47466108,0.50881916,30.0,20.0,41.0,50.0,51.0,48.0,4.0,13.0,29.0,24.0,23.0,11.0,28.0,0.0,11.0
0.5091314,0.44138822,0.47770506,0.4793308,0.46209505,0.5043866,0.48355976,0.5073974,43.0,40.0,58.0,49.0,60.0,58.0,7.0,22.0,10.0,12.0,24.0,5.0,2.0,4.0,17.0
0.5035054,0.494366,0.4924116,0.4957049,0.50660217,0.4956252,0.4885567,0.4917324,40.0,41.0,57.0,34.0,42.0,50.0,33.0,46.0,42.0,53.0,74.0,40.0,60.0,49.0,54.0
0.5009941,0.50053775,0.4924116,0.4957049,0.50880826,0.49905556,0.4885567,0.46527967,33.0,31.0,74.0,73.0,76.0,62.0,62.0,90.0,61.0,60.0,83.0,87.0,74.0,78.0,81.0
